energy_PTB7	beta_PTB7	delta_PTB7
9.0694427	0.1460732988431448	0.04356390947805171
9.098053	0.1460732988431447	0.03972339684716043
9.1266632	0.1460732988431447	0.0359999392868154
9.1552734	0.1460732988431447	0.03209353912417491
9.1838837	0.1460732988431448	0.02829934397133981
9.2124939	0.1460732988431447	0.02431159792246543
9.2411041	0.1460732988431448	0.02042970551685016
9.2697144	0.1460732988431447	0.01634208534071248
9.2983246	0.1460732988431447	0.01235186494370968
9.3269348	0.1460732988431448	0.008141793085278168
9.355545	0.1460732988431448	0.004017673486524421
9.3841553	0.1460732988431447	-0.000342877695686976
9.4127655	0.1460732988431447	-0.004633275694439822
9.4413757	0.1460732988431447	-0.009179845394229974
9.469986	0.1460732988431448	-0.01367855004916632
9.4985962	0.1460732988431447	-0.01845732612681267
9.5272064	0.1460732988431447	-0.02322051260849134
9.5558167	0.1460732988431448	-0.02829329966584289
9.5844269	0.1460732988431448	-0.03339876296162118
9.6130371	0.1460732988431448	-0.03885123901108893
9.6416473	0.1460732988431447	-0.04441157429092827
9.6702576	0.1460732988431447	-0.05036785795009527
9.6988678	0.1460732988431447	-0.05655554593276196
9.727478	0.1460732988431448	-0.06320592979799478
9.7560883	0.1460732988431447	-0.07030613331812806
9.7846985	0.1460732988431448	-0.07796547197375471
9.8133087	0.1460732988431447	-0.08650386639855352
9.8419189	0.1460732988431447	-0.095752989960911
9.8705292	0.1460732988431448	-0.1068780880135115
9.8848343	0.1460732988431448	-0.1129323282707888
9.8857288	0.1460732988431448	-0.1133109403282167
9.8866224	0.1460732988431448	-0.1136891487480568
9.8884106	0.1460732988431448	-0.1144459692253248
9.8919868	0.1460732988431448	-0.1159596101798609
9.8991394	0.1460732988431448	-0.1189868920889331
9.9134445	0.1460732988431448	-0.1275534797397381
9.9152327	0.1460732988431447	-0.1286245105570837
9.9161263	0.1460732988431447	-0.1291597403575385
9.9170208	0.1460732988431447	-0.1296955413744293
9.9205971	0.1460732988431447	-0.1318376030091205
9.9277496	0.1460732988431447	-0.136121726278503
9.9295378	0.1460732988431447	-0.1372934655861554
9.929985	0.1460732988431447	-0.1375866907339998
9.9302082	0.1460732988431447	-0.1377329907011546
9.9304314	0.1460732988431447	-0.1378792906683094
9.9306545	0.1460732988431447	-0.1380255906354642
9.9308786	0.1460732988431447	-0.1381725158161539
9.9313259	0.1460732988431447	-0.1384657409639983
9.9349022	0.1460732988431447	-0.140810291719684
9.9420547	0.1460732988431447	-0.1454993932310554
9.9563599	0.1460732988431447	-0.1548775962537982
10.070801	0.2942975939186004	-0.1657482545453117
10.071695	0.294324002104686	-0.1653468339976062
10.072589	0.2943503772983025	-0.1649571906550321
10.074377	0.2944031558340878	-0.1641774881285365
10.077953	0.2945087129056586	-0.1626180830755452
10.085106	0.2947198270488	-0.1594992729695627
10.092258	0.2949309411919415	-0.1563804628635801
10.095835	0.2950364982635122	-0.1548210578105888
10.097623	0.2950892767992975	-0.1540413552840932
10.098516	0.295115651992914	-0.1536517119415191
10.099411	0.2951420553350829	-0.1532616527575976
10.102987	0.2952458364097637	-0.1515085615746767
10.104775	0.2952977245491072	-0.1506317544632029
10.105669	0.2953236547819418	-0.1501935847226957
10.106564	0.2953496126884507	-0.1497549473517291
10.113716	0.2955571652458249	-0.146247718905834
10.128021	0.2959722703605731	-0.1392332620140437
10.142326	0.2963863217879845	-0.13587010146522
10.145903	0.2964898344668542	-0.1350299280851529
10.146797	0.2965157264382621	-0.1348197727170188
10.147691	0.2965415908062891	-0.1346098413951193
10.149479	0.2965933471457239	-0.1341897547050858
10.156631	0.2968003725034633	-0.1325094079449515
10.170937	0.2972251570606065	-0.1286908341500734
10.178089	0.297437552975633	-0.126781392130078
10.179877	0.2974906519543896	-0.1263040316250792
10.180771	0.2975171872840403	-0.1260654786687144
10.181665	0.2975437509331463	-0.1258266711200803
10.185242	0.2976499488906595	-0.1248719501100826
10.188818	0.2977574306979174	-0.1243301982777727
10.189265	0.2977708735265764	-0.1242625838452696
10.189713	0.2977843163552355	-0.1241949694127665
10.190606	0.2978111733498058	-0.1240598847149939
10.192394	0.2978649160016942	-0.1237895711522151
10.199547	0.2980798866092476	-0.1227083169011
10.213852	0.2985098278243545	-0.1205458083988697
10.242462	0.2993554802378797	-0.1155576892992588
10.271072	0.3001870938219972	-0.1125323370248915
10.299683	0.3010048441863931	-0.1090231616497727
10.328293	0.3018344428236448	-0.1068547226789634
10.356903	0.3026950395311241	-0.1042798159814975
10.385513	0.3035600530163149	-0.1026324612448129
10.414124	0.3044109996634922	-0.1006397028818355
10.442734	0.3052480797557642	-0.09937670547145008
10.471344	0.3060714788787369	-0.09784558396803257
10.499954	0.3069136086938701	-0.09692057366307356
10.528564	0.3077869821010393	-0.09573509977298059
10.557175	0.3086573757616518	-0.09499906978595714
10.585785	0.3095138865068763	-0.09404109587218737
10.614395	0.3103566948984217	-0.09348354923524535
10.643005	0.3111859844570637	-0.09276324954063296
10.671616	0.3120554268066243	-0.09242090963868145
10.700226	0.3129795642768823	-0.09187952226451482
10.728836	0.3139014552406464	-0.09159031763681452
10.757446	0.3148091404701517	-0.09113808076748174
10.786057	0.3157027554771699	-0.09094340106875567
10.814667	0.3165825113312926	-0.09065149512773987
10.843277	0.3175353672710775	-0.09064425948722508
10.871887	0.3185881803550596	-0.09045717707033661
10.900497	0.3196492597776027	-0.09039100359592789
10.929108	0.3206949102563571	-0.09017114495669515
10.957718	0.3217253020140654	-0.09010976359772194
10.986328	0.3227405952248387	-0.08994235053298365
11.014938	0.323776204434751	-0.08995331658264544
11.043549	0.3248514366175617	-0.08983930603648027
11.072159	0.3259298231517708	-0.08982914729457475
11.100769	0.3269928196429507	-0.0897037446648016
11.129379	0.3280405501176374	-0.08970622370855258
11.15799	0.3290732419478165	-0.08963778105750977
11.1866	0.3301322128834213	-0.08973596038242493
11.21521	0.3312708136212624	-0.08974713037133775
11.24382	0.3324476034654789	-0.08980320897102205
11.27243	0.3336082041549839	-0.08973626633312154
11.301041	0.3347527841373342	-0.08976191018067162
11.329651	0.3358815753605254	-0.08971694001041107
11.358261	0.337010866943603	-0.08982817266232591
11.386871	0.3382670665976959	-0.08991611133922735
11.415482	0.3396365918302958	-0.08997763219016136
11.444092	0.3409882121540545	-0.08986814206036241
11.472702	0.3423221433411952	-0.08979630930923746
11.501312	0.3436385926841937	-0.08962370983145505
11.529922	0.3449377497380294	-0.08951941467178921
11.558533	0.3462651223691351	-0.08936083374420384
11.587143	0.3476425068054673	-0.08922432561946676
11.615753	0.349023559738887	-0.08895927659045051
11.644363	0.3503868644695293	-0.08871070492757446
11.672974	0.3517326228472201	-0.0883746171356781
11.701584	0.353061055433134	-0.08807515110331442
11.730194	0.3543829325025391	-0.08772760905892929
11.758804	0.3557589868652893	-0.08742819416364052
11.787415	0.3571790013751688	-0.08699281744578437
11.816025	0.3585811183069744	-0.08652699416041233
11.844635	0.359965521154897	-0.08595311859900807
11.873245	0.3613324548340789	-0.08536337824476312
11.901855	0.3626820977311935	-0.08463791652778842
11.930466	0.3639370003515704	-0.08383762480957294
11.959076	0.3650227614417921	-0.08297700708871651
11.987686	0.3660187575071135	-0.08223887588102043
12.016296	0.3670011478799026	-0.08150756303590111
12.044907	0.3679700982502713	-0.08083262346667403
12.073517	0.3689257423372472	-0.08012932314494652
12.102127	0.3698682637743503	-0.07946813427716581
12.130737	0.3707957617955122	-0.07877194163040981
12.159348	0.3717077811564278	-0.07811444323817869
12.187958	0.372606544213538	-0.07742493350916554
12.216568	0.3734928390155619	-0.07677117678596647
12.245178	0.3743667783305889	-0.07608675435718323
12.273788	0.3752284864509945	-0.075437487276463
12.302399	0.3760781866824129	-0.07477034544006571
12.331009	0.3769444032465674	-0.07414912110730204
12.359619	0.3778295380529533	-0.07347577898558903
12.388229	0.3787053394988806	-0.07280774867185429
12.41684	0.3795691053492768	-0.07209804144375173
12.44545	0.3804209296429589	-0.07140758911250228
12.47406	0.3812609445112837	-0.07068237813779663
12.50267	0.3820892513463647	-0.06999150797136228
12.531281	0.3829407373956947	-0.06928209161781194
12.559891	0.3838168470078783	-0.06856166587178468
12.588501	0.384683257054121	-0.06777554867606542
12.617111	0.3855378771299247	-0.0669873905710528
12.645721	0.3863808230838207	-0.06614443392289381
12.674332	0.3872122349776617	-0.06529611445277933
12.702942	0.3880322390508844	-0.0643658101165413
12.731552	0.3887671646679308	-0.06339644361003294
12.760162	0.3894081195917842	-0.06243818109700322
12.788773	0.3900280322235471	-0.06154809722513755
12.817383	0.3906385529396745	-0.06065431587480162
12.845993	0.3912397615683758	-0.05979436045735102
12.874603	0.391831780674387	-0.05892326103998798
12.903214	0.3924146941259462	-0.05808854986540818
12.931824	0.3930115336502668	-0.05725388085592754
12.960434	0.3936327216962465	-0.05642692344252956
12.989044	0.3942555920289416	-0.05555627243620186
13.017654	0.3948692347077992	-0.05468722272154414
13.046265	0.3954736825608696	-0.05378911416084821
13.074875	0.3960690681840864	-0.05289938293972307
13.103485	0.3966554720014702	-0.05198953496447822
13.132095	0.3972480681027325	-0.05110342683094477
13.160706	0.3978733239763704	-0.05018606603928667
13.189316	0.3985153396952174	-0.04923491227002311
13.217926	0.3991480973962603	-0.04821951776939894
13.246536	0.3997716479960167	-0.04718039564455504
13.275146	0.4003861439784299	-0.04607249095037378
13.303757	0.4009916413897504	-0.04492625038517944
13.332367	0.4015882718954559	-0.04362510893611848
13.360977	0.40196620819206	-0.04219707111610163
13.389587	0.4021232142848499	-0.04087901226629408
13.418198	0.4022602291698579	-0.03970645474636576
13.446808	0.402392431191523	-0.03857233949499508
13.475418	0.4025198368538057	-0.0374901525688917
13.504028	0.4026425762245165	-0.03642081546819459
13.532639	0.4027606675815304	-0.0353796893328451
13.561249	0.4028652651365656	-0.03433365017932692
13.589859	0.4029427598971883	-0.03331347715480833
13.618469	0.4030026324848495	-0.0323133507852415
13.647079	0.4030583797210463	-0.03134782454622752
13.67569	0.403110108263043	-0.03039069853837471
13.7043	0.4031579270014736	-0.02945945050722752
13.73291	0.4032018403701485	-0.02853432877315988
13.76152	0.4032419407893657	-0.02763672806954892
13.790131	0.4032907095421416	-0.0267503079819239
13.818741	0.4033523126478722	-0.02587479049272352
13.847351	0.4034147181675921	-0.0249880533928537
13.875961	0.4034731348775967	-0.02410983410236628
13.904572	0.4035276739415762	-0.02322718272327137
13.933182	0.4035783787291615	-0.02235549327055183
13.961792	0.4036252516380793	-0.02148125920094704
13.990402	0.4036683850930918	-0.02062404196147886
14.019012	0.4037244531310106	-0.01977101614853247
14.047623	0.4037935444077458	-0.01891259909433922
14.076233	0.403860187924564	-0.0180362951540356
14.104843	0.4039229783554308	-0.01715784201303628
14.133453	0.4039819533417472	-0.01626763689515565
14.162064	0.4040371420234218	-0.01537413664507058
14.190674	0.4040886067255755	-0.01446827502293466
14.219284	0.4041364174411317	-0.01355049100557648
14.247894	0.4041637538751863	-0.01261324500756578
14.276505	0.4041722748022413	-0.01168292219637494
14.305115	0.4041773693139009	-0.01075096867676206
14.333725	0.4041791986185536	-0.009814167262760487
14.362335	0.4041778391131153	-0.008865604191886737
14.390945	0.4041732917078928	-0.007900709286729177
14.419556	0.4041655506396421	-0.006914291149979889
14.448166	0.4041547292674069	-0.005866129417746555
14.476776	0.4040396495526534	-0.004754475151706503
14.505386	0.4038256102177237	-0.003705661981770145
14.533997	0.4036048112473935	-0.00271435315631642
14.562607	0.4033826782157998	-0.001744061742607436
14.591217	0.4031591326976688	-0.000785496727275746
14.619827	0.402934205236916	0.0001730538768163825
14.648438	0.4027080128546768	0.001137968466345536
14.677048	0.402480553259463	0.002153006733542824
14.705658	0.4021496278037182	0.003228850587194671
14.734268	0.4016959780756307	0.004238100395490886
14.762878	0.4012147939419465	0.005153817971911971
14.791489	0.4007343038824905	0.006013314831082741
14.820099	0.4002544862214535	0.006832735463572191
14.848709	0.3997753955203852	0.007617967613799114
14.877319	0.3992970716803813	0.008373859473876633
14.90593	0.3988194610597516	0.009101824594262085
14.93454	0.3983448116818229	0.009803161547584071
14.96315	0.3978756565530244	0.01048239658959891
14.99176	0.397409602106678	0.01114358082648136
15.02037	0.3969441740557507	0.01178731065445252
15.048981	0.3964793894661851	0.01241213854022537
15.077591	0.3960152856045258	0.01301991704502162
15.106201	0.3955518558479932	0.01360881215594497
15.134811	0.3950891209504296	0.01418136115851521
15.163422	0.3946270713522411	0.01473359069891608
15.192032	0.3941692284248918	0.01526886599101161
15.220642	0.3937151440984072	0.01578798832926314
15.249252	0.3932617102370724	0.01629440766944056
15.277863	0.3928088841468958	0.01678232748997431
15.306473	0.392356684017835	0.01725587567674688
15.335083	0.3919051034082754	0.01770876313220617
15.363693	0.3914541633894624	0.0181452630957609
15.392303	0.3910038759550926	0.01855427022599598
15.420914	0.390566114012652	0.01893605891103162
15.449524	0.3901550985105348	0.01929900563719425
15.478134	0.3897581564315433	0.01966818874194406
15.506744	0.3893614437342646	0.02002971892355175
15.535355	0.3889650077101201	0.02038573444307203
15.563965	0.3885689025768905	0.02072564706961825
15.592575	0.3881730820619479	0.02105666214981103
15.621185	0.3877775264095771	0.02136746195448155
15.649796	0.3873822341577188	0.02166203065213422
15.678406	0.387001520961434	0.02192695375401793
15.707016	0.3866390559728081	0.022191462331469
15.735626	0.386281674356962	0.02244786082314532
15.764236	0.385924385671068	0.02270396437041837
15.792847	0.3855671525281367	0.02294326771414836
15.821457	0.3852099488098377	0.02317938646098593
15.850067	0.3848528066291445	0.02339776457223589
15.878677	0.3844957290091404	0.02361430182616841
15.907288	0.3841387122446206	0.02382598231769423
15.935898	0.3837436239880426	0.02405079573033456
15.964508	0.3833097397688915	0.02422065829556754
15.993118	0.3828704184656318	0.02435286306407696
16.021729	0.3824318015348301	0.02443510066779542
16.050339	0.3819938780836378	0.02449699520522937
16.078949	0.381556633911562	0.02451170750610295
16.107559	0.3811200792998458	0.02451514835353639
16.136169	0.3806842141033657	0.02447439232904179
16.16478	0.3802490728285463	0.02447307256334502
16.19339	0.3796826337650069	0.02447171818452262
16.222	0.3789823996108574	0.02433894278647111
16.25061	0.3782630859452581	0.02401501778651715
16.279221	0.3775465090630383	0.02357240869662821
16.307831	0.3768325978751434	0.02296766172929118
16.336441	0.3761213176327487	0.02223675022842385
16.365051	0.3754127202417384	0.02129963662007793
16.393661	0.3747068389236643	0.02018547845471016
16.422272	0.3740035806708946	0.01866690285035156
16.450882	0.3736934025085417	0.01673939685178858
16.479492	0.3738821401536765	0.01480772116550033
16.508102	0.3742143184742076	0.01306087704552422
16.536713	0.3745420532397198	0.01125958977782733
16.565323	0.3748653034308806	0.009343730485432477
16.593933	0.3751840922529711	0.007140983831508872
16.622543	0.3754984427423207	0.004577141538309005
16.651154	0.3758084391297211	0.001357307257792852
16.658306	0.3758848542162693	0.0002260985439401578
16.661882	0.3759230605542009	-0.0003398686808075836
16.662777	0.3759326172328622	-0.0004814359492911521
16.66367	0.37594215353481	-0.0006227013685881882
16.665459	0.3759612668921326	-0.0009058359055553252
16.672611	0.3760376795679958	-0.002037770355050808
16.676188	0.3760758859059274	-0.00260373757979855
16.677975	0.3760949788865364	-0.002886570267579154
16.678869	0.3761045355651977	-0.003028137536062722
16.679764	0.376114092243859	-0.00316970480454629
16.708374	0.3782558917198647	-0.01019530342269629
16.937256	0.4457767420300322	-0.007834702261001039
17.051697	0.4550338106455453	0.03004277857841656
17.051704	0.4550334349530375	0.03004460920091048
17.05171	0.4550331531836567	0.03004598216778091
17.051723	0.4550324982162394	0.03004879473652821
17.051752	0.4550310962045724	0.03005458811389789
17.051807	0.455028385648683	0.03006578864347929
17.05192	0.4550228710694598	0.03008857592780007
17.052143	0.4550119353784576	0.03013376427128365
17.052591	0.454989970529009	0.03022452718340878
17.053486	0.4549461342975561	0.03040566678250106
17.055273	0.4548585553020949	0.03076755975552765
17.058849	0.454683303843728	0.0314917319267388
17.066002	0.4543328009269941	0.03294007626916109
17.080307	0.4536317950935263	0.0358367649540057
17.108917	0.4522365964652765	0.04088714092462582
17.137527	0.450848180628354	0.04539883922997279
17.166138	0.4494665136688018	0.04951981264878047
17.194748	0.4480915218396428	0.05329155779015059
17.223358	0.446723200257054	0.05681230550952447
17.251968	0.4453668195935384	0.06007530656603741
17.280579	0.4440319521416784	0.06316513466217519
17.309189	0.4427119035137715	0.06607488464330864
17.337799	0.4413981709948946	0.06886454267547584
17.366409	0.440090668636298	0.07150621852025127
17.39502	0.4387893602940758	0.0740529411611088
17.42363	0.4374942491436452	0.07647746329082251
17.45224	0.4362052582018969	0.07882670858133321
17.48085	0.4349223375724539	0.08107339818894643
17.50946	0.4336454420534053	0.08326034249898256
17.538071	0.4323722281160463	0.08536120982479416
17.566681	0.4311014127343786	0.08741113870628683
17.595291	0.429835213020255	0.08938249615768401
17.623901	0.4285749353274282	0.09131136978069122
17.652512	0.4273205891199764	0.09317338221834551
17.681122	0.4260721233156147	0.09500201089293352
17.709732	0.4248294531684282	0.09677351025912533
17.738342	0.4235925657435591	0.09852112466179866
17.766953	0.4223614527299953	0.1002224944105006
17.795563	0.4211361013583408	0.1019241005220655
17.824173	0.4198727706190503	0.103608268628278
17.852783	0.418559226762689	0.1052474336097388
17.881393	0.4172345497467072	0.1068019002791395
17.910004	0.4159161617730076	0.1083108327999495
17.938614	0.4146040625760785	0.1097628102673363
17.967224	0.4132982175051854	0.1111826299569332
17.995834	0.4119985819067635	0.1125532872430826
18.024445	0.4107051067646045	0.1138961292693561
18.053055	0.4094177286069631	0.1151936835226622
18.081665	0.4081364425539644	0.1164623161285141
18.110275	0.4068708036401417	0.1176834854807364
18.138885	0.4056252739273264	0.11888838271539
18.167496	0.4043907667216177	0.120066888699539
18.196106	0.4031620146606548	0.1212335493290981
18.224716	0.401938977970821	0.1223701723189983
18.253326	0.4007216200342497	0.1234933486660451
18.281937	0.399509928661307	0.1245871540622144
18.310547	0.3983038388046523	0.1256675946032526
18.339157	0.3971033146341257	0.1267190948658228
18.367767	0.3959083253022341	0.1277552856228867
18.396378	0.3947243192130254	0.1287581018193764
18.424988	0.3935604214658885	0.1297504184029409
18.453598	0.3924097351723968	0.1307298859921956
18.482208	0.3912642998014387	0.1317076738139435
18.510818	0.3901240528282097	0.1326682150265119
18.539429	0.3889889369377597	0.1336244004444647
18.568039	0.3878590096476512	0.1345642134075043
18.596649	0.3867341841797939	0.1355003590914551
18.625259	0.385614414616952	0.1364229121987534
18.65387	0.3844996958101279	0.1373437429063827
18.68248	0.3833899955493503	0.1382621720743073
18.71109	0.3822612457451837	0.1391875227133915
18.7397	0.3811183660196737	0.1400812464884697
18.768311	0.3799795142540676	0.1409581559283881
18.796921	0.3788458166894395	0.1418135194156753
18.825531	0.377717217766712	0.1426612491907889
18.854141	0.3765937560335827	0.1434914075513141
18.882751	0.3754753689172391	0.144317027920582
18.911362	0.3743619645853691	0.1451282289866412
18.939972	0.3732535957997668	0.1459381249823774
18.968582	0.3721502569328753	0.1467406050914782
18.997192	0.3710410464939544	0.1475538615557179
19.025803	0.3699102065509909	0.1483525644607398
19.054413	0.3687709084334837	0.1491286554596412
19.083023	0.3676367775498638	0.149878496161108
19.111633	0.3665078045131978	0.1506177196169495
19.140244	0.3653838860925466	0.1513383030392252
19.168854	0.3642650444562616	0.1520509099328165
19.197464	0.3631512815405037	0.1527471542036338
19.226074	0.3620425157748261	0.1534366788327365
19.254684	0.3609387301162633	0.1541110125947014
19.283295	0.3598398598442092	0.1547780767425002
19.311905	0.3587494925994293	0.1554292021063664
19.340515	0.3576686913839993	0.156077921863522
19.369125	0.3565942400838144	0.1567178560067933
19.397736	0.355524576244455	0.1573566660423079
19.426346	0.3544596513221167	0.1579858517863075
19.454956	0.3533994443927542	0.1586138415670331
19.483566	0.3523439346722576	0.159233121724032
19.512177	0.3512931014984181	0.1598520615376477
19.540787	0.3502469058440996	0.1604640799409462
19.569397	0.3492053143049847	0.1610774045830411
19.598007	0.3481682882556135	0.161689831365507
19.626617	0.3471240137767722	0.1623098019879294
19.655228	0.3460709543036927	0.1629161141869292
19.683838	0.3450189844831896	0.1635137062217994
19.712448	0.3439716752845242	0.164099199222137
19.741058	0.3429289775367248	0.1646827955644806
19.769669	0.3418908767066365	0.1652581047016522
19.798279	0.3408573290090328	0.1658342421539441
19.826889	0.3398283074623263	0.1664046410120653
19.855499	0.3388038235634668	0.1669793021444928
19.884109	0.3377838338957767	0.1675520903237811
19.91272	0.3367682571160069	0.1681411431152486
19.94133	0.3357331112192684	0.1687428650526478
19.96994	0.3346703687627632	0.1693356767911168
19.99855	0.3336015578922938	0.1699014195813092
20.027161	0.3325374756100675	0.1704561638537936
20.055771	0.3314781214057283	0.1709992144372489
20.084381	0.3304234205415379	0.1715398146103783
20.112991	0.3293733701030968	0.1720737398595708
20.141602	0.3283279695655373	0.1726100704447476
20.170212	0.3272871504393408	0.1731452420524384
20.198822	0.3262509046182377	0.1736904267061403
20.227432	0.3252192555927637	0.1742509880174652
20.256042	0.3241634739893756	0.1748550899724011
20.284653	0.3230349727583496	0.175455378195359
20.313263	0.3218721440021318	0.1760010761917945
20.341873	0.3207145615801096	0.1765061902906647
20.370483	0.3195621579444305	0.1769906653562932
20.399094	0.3184149884182698	0.1774549916902981
20.427704	0.3172729904996724	0.1779062386991245
20.456314	0.3161361111869292	0.1783433501308601
20.484924	0.3150043654521389	0.178771333405677
20.513535	0.3138777138904216	0.1791901795483936
20.542145	0.3127560872412846	0.1796037096684774
20.570755	0.3116394762146132	0.1800219778506615
20.599365	0.3104990740970743	0.1804459258315757
20.627975	0.3093404464077441	0.1808400120886169
20.656586	0.3081843190238074	0.1812109405149985
20.685196	0.3070333865924103	0.1815617184054155
20.713806	0.3058876294390099	0.1818999929311916
20.742416	0.3047470083170918	0.1822223436711224
20.771027	0.3036115257448548	0.1825346328215741
20.799637	0.3024811664395343	0.1828326950946969
20.828247	0.3013558263143717	0.1831218135609084
20.856857	0.3002355085435743	0.1833972557117702
20.885468	0.2991202218470063	0.1836635421699776
20.914078	0.2980116905265802	0.1839141400893598
20.942688	0.2969150556804899	0.1841568938636083
20.971298	0.2958271406792139	0.184393510696806
20.999908	0.2947440591282632	0.1846269025556605
21.028519	0.2936657583698018	0.1848517070460502
21.057129	0.2925922276174063	0.1850718265447987
21.085739	0.2915234360930882	0.1852831571284568
21.114349	0.2904593705943077	0.1854896491541183
21.14296	0.2893999882299516	0.1856873758552414
21.17157	0.2883452469560218	0.1858801117188143
21.20018	0.2872951631661582	0.1860638749023545
21.22879	0.2862496882375791	0.1862416727484372
21.257401	0.2852111414019405	0.1864086416658011
21.286011	0.2841821617964514	0.1865718671312401
21.314621	0.2831599157334688	0.1867309231158584
21.343231	0.2821421062774407	0.186888218439142
21.371841	0.2811287603781548	0.1870393793886802
21.400452	0.2801198127978577	0.1871877927587606
21.429062	0.2791152356804058	0.1873298024720887
21.457672	0.2781150515537487	0.1874688495320062
21.486282	0.2771191842993977	0.187601482160277
21.514893	0.2761276066613828	0.1877309880294032
21.543503	0.2751403239373283	0.1878538900722237
21.572113	0.2741573190547681	0.1879730695785026
21.600723	0.2731798805271107	0.1880845439347571
21.629333	0.2722096216254234	0.1881934884706195
21.657944	0.2712449053421789	0.1882986404792662
21.686554	0.2702843225740376	0.1884025016290761
21.715164	0.2693278685850834	0.1885013937784101
21.743774	0.2683754971235982	0.1885983543367864
21.772385	0.2674272110408407	0.1886901439740529
21.800995	0.2664829579546223	0.1887798574334521
21.829605	0.2655427473554979	0.1888642416466152
21.858215	0.2646065379720549	0.1889464043148113
21.886826	0.263674305006515	0.1890228631160288
21.915436	0.2627460373888051	0.1890964564235968
21.944046	0.2618227263219777	0.1891620444323426
21.972656	0.2609090942779688	0.1892247970415051
22.001266	0.2600025662213812	0.189287046052607
22.029877	0.2590998388446799	0.1893502340930846
22.058487	0.2582009206680573	0.1894105213180586
22.087097	0.2573058055217531	0.1894703754215899
22.115707	0.256414422872444	0.1895269589306296
22.144318	0.2555267882840433	0.189582816200756
22.172928	0.2546429021516485	0.1896352256599117
