beta_P3HT	delta_P3HT	beta_P3HTpara	delta_P3HTpara	beta_P3HTperp	delta_P3HTperp	energy_P3HT	beta_pcbm	beta_peg	beta_pmma	beta_ps	beta_si	beta_vac	delta_pcbm	delta_peg	delta_pmma	delta_ps	delta_si	delta_vac	energy_pcbm	energy_pmma	energy_ps	energy_si	energy_vac	energy_peg	energy	beta_pbttt1	delta_pbttt1	energy_pbttt1	beta_pbttt	delta_pbttt	energy_pbttt	beta_pbtttp	delta_pbtttp	energy_pbtttp	beta_n2200	delta_n2200	energy_n2200	energy_p3htpara	energy_p3htperp
0.5699191846270631	-0.2799417001311555	0.4898229223975019	0.02412927097502872	0.4898229223975019	0.02823125565633646	13.7836	0.6227785885720497	0.3355141116539713	0.2989818608001674	0.4199861861529061	0.6722279985591807	0	-0.4336895201781558	0.001205121100358015	0.2394031943821741	-0.004333086247389927	0.7302046664265303	0	13.7836	13.7836	13.7836	13.7836	13.7836	13.7836	13.7836	0.6444723993250628	-0.01077234863376112	13.7836	0.6444723993250628	-0.01077234863376112	13.7836	0.6444723993250628	-0.01624964286052915	13.7836	0.3767341732802423	0.01284827345853846	13.7836	13.7836	13.7836
0.5705119795348053	-0.2537851389331909	0.4903324060961116	0.03209768068011833	0.4903324060961116	0.03606960336761544	14.0066	0.6268026477223647	0.3353494805892224	0.2965384813253794	0.4227786495589707	0.6401674024287711	0	-0.4007381459431956	-0.001375546869658544	0.2380994508564477	0.001714630629844349	0.724853071016842	0	14.0066	14.0066	14.0066	14.0066	14.0066	14.0066	14.0066	0.6450317445863082	0.00107731045780517	14.0066	0.6450317445863082	0.00107731045780517	14.0066	0.6450317445863082	-0.004246020565626784	14.0066	0.3783966706242416	0.01690105233590226	14.0066	14.0066	14.0066
0.5711632940461937	-0.2283465725486621	0.490892185071752	0.04028159920157168	0.490892185071752	0.04412823826743944	14.2331	0.6308660852016968	0.3346991703445278	0.2940567528453816	0.4255977765552386	0.6093637811779922	0	-0.3686617831982482	-0.00428934460904294	0.2367752449883893	0.007908710942533597	0.7194171378549399	0	14.2331	14.2331	14.2331	14.2331	14.2331	14.2331	14.2331	0.6456014648009197	0.01326290086279171	14.2331	0.6456014648009197	0.01326290086279171	14.2331	0.6456014648009197	0.008152610480977426	14.2331	0.3800927493654839	0.02111204356964162	14.2331	14.2331	14.2331
0.5711047887254813	-0.2025892304755356	0.4908419020703368	0.04943833813773685	0.4908419020703368	0.05316385300443965	14.4633	0.6349569873217029	0.3338749812286098	0.2915344839884479	0.4284334919692354	0.578058365605435	0	-0.3359561938106569	-0.007527916824610549	0.2354294075012942	0.01511740970712783	0.7130414282128836	0	14.4633	14.4633	14.4633	14.4633	14.4633	14.4633	14.4633	0.6451522814118528	0.02659949941508224	14.4633	0.6451522814118528	0.02659949941508224	14.4633	0.6451522814118528	0.02169517455645326	14.4633	0.3815545156057999	0.02605091197783432	14.4633	14.4633	14.4633
0.5683311155646746	-0.1769551233618189	0.4884580400596364	0.05906392616371284	0.4884580400596364	0.06267269007708744	14.6973	0.6365844573462885	0.3332368797045498	0.2889705790687152	0.4295779937521474	0.5478097855080086	0	-0.3017903371235022	-0.01105475228333578	0.23406135375681	0.02361670375546339	0.7057024463770021	0	14.6973	14.6973	14.6973	14.6973	14.6973	14.6973	14.6973	0.6416651384200242	0.04025110080271282	14.6973	0.6416651384200242	0.04025110080271282	14.6973	0.6416651384200242	0.03550692540344528	14.6973	0.3815078722460218	0.03161759207769679	14.6973	14.6973	14.6973
0.5622280861388553	-0.1542951443946666	0.4832127284620124	0.06702206141142306	0.4832127284620124	0.07051811438968354	14.935	0.6332075290952278	0.3331707771165919	0.2863661337720466	0.4272589214042377	0.5181230829479682	0	-0.2699467887247549	-0.01478679988993962	0.2326716683932891	0.03112228564851787	0.6980962794704434	0	14.935	14.935	14.935	14.935	14.935	14.935	14.935	0.6352055734072456	0.0519950498161932	14.935	0.6352055734072456	0.0519950498161932	14.935	0.6352055734072456	0.04737297186218783	14.935	0.3791340318283802	0.03615575571062683	14.935	14.935	14.935
0.5562415771630523	-0.1351224726569303	0.4780675615671558	0.07292764509574964	0.4780675615671558	0.07631217707913443	15.1765	0.6298520923394301	0.3340612875748619	0.2837200524125787	0.4249530165911365	0.4881769022618264	0	-0.2416337297095692	-0.01858011043251998	0.2312597667723791	0.03658908751119418	0.6896642619469818	0	15.1765	15.1765	15.1765	15.1765	15.1765	15.1765	15.1765	0.6281294545378536	0.06095652112246779	15.1765	0.6281294545378536	0.06095652112246779	15.1765	0.6281294545378536	0.05644910854105733	15.1765	0.3766635014620521	0.03898678003316094	15.1765	15.1765	15.1765
0.5503595030596438	-0.1181915509736014	0.4730121523007079	0.07725628055936047	0.4730121523007079	0.08053555730975161	15.422	0.6265074461689181	0.3362672104346894	0.2810301436185856	0.4226555245752466	0.4591078786515881	0	-0.2149536688454757	-0.0222222279214409	0.2298244796173754	0.04100018525425682	0.6801406478108926	0	15.422	15.422	15.422	15.422	15.422	15.422	15.422	0.6213991148347426	0.06783838821525261	15.422	0.6213991148347426	0.06783838821525261	15.422	0.6213991148347426	0.06347467040278741	15.422	0.3742523367391519	0.04059640027960896	15.422	15.422	15.422
0.5445854387035807	-0.1034335925761571	0.4680495731258221	0.08043998359079399	0.4680495731258221	0.08361538386648981	15.6714	0.6233997888858541	0.340059052832797	0.2782975030759303	0.4203728018150009	0.4301781182798184	0	-0.1893152136865826	-0.0254332058211941	0.2283663915666302	0.04447924308618502	0.6701648683723512	0	15.6714	15.6714	15.6714	15.6714	15.6714	15.6714	15.6714	0.6147743143594804	0.07293995784326632	15.6714	0.6147743143594804	0.07293995784326632	15.6714	0.6147743143594804	0.06871976592222762	15.6714	0.3721264565297516	0.04108251486318276	15.6714	15.6714	15.6714
0.5394535025764829	-0.09204567635423662	0.4636388776813842	0.0820699876722238	0.4636388776813842	0.0851549853566833	15.9	0.62074084998143	0.3456012240282937	0.2757927651928068	0.4183275633214655	0.4048574380237881	0	-0.1662357322996635	-0.02787853537267157	0.2270299082931726	0.04686319068794702	0.6598255280105725	0	15.9	15.9	15.9	15.9	15.9	15.9	15.9	0.6089602114418973	0.07627260288919963	15.9	0.6089602114418973	0.07627260288919963	15.9	0.6089602114418973	0.07216396587976778	15.9	0.3703732668557467	0.04059564781471266	15.9	15.9	15.9
0.5388988100260952	-0.09088864814826003	0.4631621414468585	0.08224621891879848	0.4631621414468585	0.08532121987173166	15.9249	0.6204451908125219	0.3529594047903545	0.2755199394128865	0.4181014790301963	0.4021684139149962	0	-0.163639033300233	-0.02919520100072795	0.226884333343439	0.04713532263179149	0.6586304061844428	0	15.9249	15.9249	15.9249	15.9249	15.9249	15.9249	15.9249	0.6083485937945466	0.0764197715662245	15.9249	0.6083485937945466	0.0764197715662245	15.9249	0.6083485937945466	0.07232597612462707	15.9249	0.3701488948803461	0.04047288943553637	15.9249	15.9249	15.9249
0.5342306261808527	-0.08414483384850571	0.4591500226850351	0.08206579944287549	0.4591500226850351	0.08507484025382842	16.1	0.6171999564419777	0.3620903981799763	0.2736013934665395	0.4156998423342361	0.3832583688849052	0	-0.1459119230215871	-0.02902817203277633	0.2258606315884853	0.04800768646715483	0.6502259417266245	0	16.1	16.1	16.1	16.1	16.1	16.1	16.1	0.6026906528697625	0.07702008716604268	16.1	0.6026906528697625	0.07702008716604268	16.1	0.6026906528697625	0.07303241479006733	16.1	0.3683283164184573	0.03911062239551447	16.1	16.1	16.1
0.532057229285102	-0.08153157485916644	0.457282074302664	0.08158671944865475	0.457282074302664	0.08456492003003258	16.1825	0.6156690823863351	0.3727970786637883	0.2726974526294542	0.414569732906946	0.3743485519210362	0	-0.1372489914885792	-0.0270717156296108	0.2253783049478018	0.04818372164608991	0.6462660230760161	0	16.1825	16.1825	16.1825	16.1825	16.1825	16.1825	16.1825	0.6004683694910443	0.07694663397844136	16.1825	0.6004683694910443	0.07694663397844136	16.1825	0.6004683694910443	0.07300486362024791	16.1825	0.3672074402743363	0.03743410465329388	16.1825	16.1825	16.1825
0.5214318937005631	-0.08400707999018328	0.4481500200257431	0.07038906842274219	0.4481500200257431	0.07327395061130663	16.4442	0.6051791324821979	0.3846691501457086	0.2698300427256335	0.4071323917350685	0.3476351568919475	0	-0.114705659632659	-0.0230792270930542	0.2238483063797184	0.04010553268129211	0.6337048753081348	0	16.4442	16.4442	16.4442	16.4442	16.4442	16.4442	16.4442	0.5847647622699365	0.056071726460588	16.4442	0.5847647622699365	0.056071726460588	16.4442	0.5847647622699365	0.05225059209701095	16.4442	0.362250954436328	0.02416461239805733	16.4442	16.4442	16.4442
0.5255582187700308	-0.120388405394727	0.4516964326730226	0.03128129368275102	0.4516964326730226	0.03407583157099472	16.7102	0.5979059982074841	0.3970504936987338	0.266915518329698	0.4102967120122189	0.3221330270460719	0	-0.1031983612418035	-0.01689267206563352	0.2222931683624842	0.007533656292323977	0.6203256877025003	0	16.7102	16.7102	16.7102	16.7102	16.7102	16.7102	16.7102	0.6162958893763022	0.02208699102483387	16.7102	0.6162958893763022	0.02208699102483387	16.7102	0.6162958893763022	0.01838777795563361	16.7102	0.3730140036153785	-0.009415511161713321	16.7102	16.7102	16.7102
0.6536408311587367	-0.07789078496433818	0.5617783551645354	0.05451972860161824	0.5617783551645354	0.05722519666338243	16.9805	0.6167503247761751	0.4090773433537162	0.2639538794416477	0.5041667108074543	0.2978066858251959	0	-0.07703145229832474	-0.008463442120854314	0.2207128908960992	0.02704186830902477	0.6041040857820642	0	16.9805	16.9805	16.9805	16.9805	16.9805	16.9805	16.9805	0.7112271165280057	0.05019333246160438	16.9805	0.7112271165280057	0.05019333246160438	16.9805	0.7112271165280057	0.0466311540337352	16.9805	0.4662746990723734	0.009182698801036612	16.9805	16.9805	16.9805
0.6321581485553763	0.002830859395778953	0.5433148419901159	0.124283371674227	0.5433148419901159	0.1269046890768352	17.2551	0.6050053434347251	0.4198126983352675	0.2609451260614827	0.4903549867324908	0.2746377720151367	0	-0.04198670297583161	0.002132824214232815	0.2191074739805635	0.0862988224958663	0.5887283290113525	0	17.2551	17.2551	17.2551	17.2551	17.2551	17.2551	17.2551	0.7198155187162452	0.1289191724302983	17.2551	0.7198155187162452	0.1289191724302983	17.2551	0.7198155187162452	0.1254827538463348	17.2551	0.4594872486464691	0.0680607000568153	17.2551	17.2551	17.2551
0.6116058156003923	0.04670697683827096	0.5256509274182907	0.1559855028453338	0.5256509274182907	0.158524278145327	17.5342	0.5935997521207806	0.4284781755325478	0.2578870668174767	0.4770770588813994	0.2525802699133817	0	-0.01611462909607974	0.01469745053511286	0.2174757483391723	0.1141137796007741	0.572117987710408	0	17.5342	17.5342	17.5342	17.5342	17.5342	17.5342	17.5342	0.689383350487243	0.1795832813295377	17.5342	0.689383350487243	0.1795832813295377	17.5342	0.689383350487243	0.1762338440332722	17.5342	0.4467149336508907	0.09794985850999173	17.5342	17.5342	17.5342
0.5913686383199477	0.08015638960712626	0.5082578766420299	0.1788321123864781	0.5082578766420299	0.1812908126640394	17.8178	0.5817159812811256	0.4345505260806614	0.2547797017096297	0.4637354895044194	0.2321612862824255	0	0.008349445877760691	0.02892458037844928	0.2158177139719257	0.134906907265689	0.555967738568688	0	17.8178	17.8178	17.8178	17.8178	17.8178	17.8178	17.8178	0.6669529466991135	0.2093762154380596	17.8178	0.6669529466991135	0.2093762154380596	17.8178	0.6669529466991135	0.2061095718709052	17.8178	0.4341279656655049	0.1186413404595669	17.8178	17.8178	17.8178
0.5697961485073154	0.1072222334005857	0.4897171777351693	0.19627156944878	0.4897171777351693	0.1986530985795038	18.106	0.5669967955093534	0.4377639514748588	0.2516219350520785	0.4486827787466104	0.2126763370443941	0	0.03002649556601192	0.04442219039327099	0.2141327862404712	0.1511582073704401	0.5386763370443942	0	18.106	18.106	18.106	18.106	18.106	18.106	18.106	0.6428669570403525	0.2332301956331019	18.106	0.6428669570403525	0.2332301956331019	18.106	0.6428669570403525	0.2300845408686881	18.106	0.4206739960199001	0.1345346110007209	18.106	18.106	18.106
0.5491388150322639	0.128790181153631	0.4719630193832083	0.2095062623071236	0.4719630193832083	0.2118130170077628	18.3989	0.5527892142190303	0.4380513794829	0.24841267115896	0.4342104760507978	0.1951032898394239	0	0.04857848649154531	0.06073843887845431	0.2124203805064566	0.163605434860629	0.5211032898394239	0	18.3989	18.3989	18.3989	18.3989	18.3989	18.3989	18.3989	0.6193956511016565	0.251600304568121	18.3989	0.6193956511016565	0.251600304568121	18.3989	0.6193956511016565	0.2485621343308473	18.3989	0.4078209408624689	0.1469329850265621	18.3989	18.3989	18.3989
0.5293616464562408	0.1471116545979253	0.4549653278333181	0.2201971732955849	0.4549653278333181	0.2224305453170092	18.6964	0.5390918085430549	0.4354743167004803	0.2451530057161374	0.4202984040895745	0.1788202432783337	0	0.0655730864248166	0.07739125134395748	0.2106810814082342	0.1737375020591583	0.5036456559642952	0	18.6964	18.6964	18.6964	18.6964	18.6964	18.6964	18.6964	0.5969375635531948	0.2664020749109298	18.6964	0.5969375635531948	0.2664020749109298	18.6964	0.5969375635531948	0.2634576685794368	18.6964	0.3956151917001214	0.1573533832474306	18.6964	18.6964	18.6964
0.5100879875724386	0.1628758434462944	0.4384003828825102	0.2289106532276987	0.4384003828825102	0.2310747078709348	18.9988	0.5255487829503986	0.4301825826706543	0.2418396516660212	0.4069093151803508	0.1630961207980504	0	0.08150353385357069	0.09389889990327022	0.2089131350307469	0.1822358799135571	0.4861072116593639	0	18.9988	18.9988	18.9988	18.9988	18.9988	18.9988	18.9988	0.5751486591694668	0.27862488789946	18.9988	0.5751486591694668	0.27862488789946	18.9988	0.5751486591694668	0.2757740548363217	18.9988	0.3835130416545856	0.1664690767547417	18.9988	18.9988	18.9988
0.4916326341288314	0.1765498776478747	0.4225387389837496	0.2361300381404638	0.4225387389837496	0.2382257583782779	19.3061	0.5119844095650729	0.4224146241091267	0.2384726090086115	0.3940260884837288	0.102797127354726	0	0.0963288442162737	0.10980930355127	0.2071165413739948	0.1895591279303329	0.4736577819254109	0	19.3061	19.3061	19.3061	19.3061	19.3061	19.3061	19.3061	0.5542183581322755	0.2888495672746461	19.3061	0.5542183581322755	0.2888495672746461	19.3061	0.5542183581322755	0.2860738396834563	19.3061	0.3714159954024916	0.1743089273929187	19.3061	19.3061	19.3061
0.4739024193919957	0.188760377774861	0.4073003230269066	0.2423317734242858	0.4073003230269066	0.2443614449709721	19.6184	0.4988040629894142	0.4125097129272832	0.2350507820580451	0.381582235244788	0.1092547262307707	0	0.1103084257836919	0.1247258905375707	0.2052907157996255	0.1960634711335711	0.453420916672668	0	19.6184	19.6184	19.6184	19.6184	19.6184	19.6184	19.6184	0.5341306569362182	0.297683247669224	19.6184	0.5341306569362182	0.297683247669224	19.6184	0.5341306569362182	0.2950017014214975	19.6184	0.3597505072295176	0.1811994693723714	19.6184	19.6184	19.6184
